Name,City,Cuisine Style,Ranking,Rating,Number of Reviews,Reviews_WD,Reviews
Baci Bisou,Paris,"European, French, pizza",6478,45,20,"One of the Best Yogurt Ice Cream in Paris, One of my Sweet tooth spots, 08/21/2016, 08/02/2015","One of the Best Yogurt Ice Cream in Paris, One of my Sweet tooth spots, "
Chez Habibi,Paris,"European, French, pizza",6479,5,8,"Wonderful place off the beaten track, 08/21/2017","Wonderful place off the beaten track,"
Taverne Karlsbrau,Paris,"French, European",6480,3,472,"Just Okay, Wonderful Decor, Busy and Serves Tradition, 08/05/2017, 04/27/2017","Just Okay, Wonderful Decor, Busy and Serves Tradition, "
The Kitchen Maid Picpus,Paris,French,6481,5,16,"Nice and good, Excellent and wonderful gem of a restauran, 07/20/2017, 04/22/2016","Nice and good, Excellent and wonderful gem of a restauran, "
Capuccino,Paris,Italian,6482,45,26,"Terrible, 07/27/2012","Terrible,"
Allegra,Paris,"Italian, Pizza, Mediterranean",6483,35,100,"Strange Pizza, free running mouse, Nicely partly deconstructed interior with, 09/08/2017, 05/28/2017","Strange Pizza, free running mouse, Nicely partly deconstructed interior with, "
Girasole due,Paris,Italian,6484,4,35,"Nice friendly service, Dinner, 09/18/2017, 07/07/2017","Nice friendly service, Dinner, "
Le Vieux Chalet,Paris,French,6485,4,80,"Beware, Not Open, 06/18/2017, 06/18/2017","Beware, Not Open, "
EarthK Bar a tapas et cocktails,Paris,"French, Spanish",6486,4,64,"A gem of a place, EarthK, 05/21/2017, 03/11/2017","A gem of a place, EarthK, "
Eat The Road,Paris,American,6487,4,40,"I have no words for what was for me a unic, AMAZING, 11/25/2015, 08/02/2015","I have no words for what was for me a unic, AMAZING, "
Le Forvm Classic Bar,Paris,"European, French, pizza",6488,4,64,"Love, Love, Love, The Place to Go For Cocktails, 06/27/2015, 05/24/2015","Love, Love, Love, The Place to Go For Cocktails, "
LEchoppe,Paris,"American, European",6489,45,7,"Exception in Paris, 08/10/2017","Exception in Paris,"
LObscur,Paris,"French, Bar, International, Pub, Wine Bar",6490,45,21,"A bar is a bar is a bar, Nice Hotel Bar, Great Sapphire Martini, 12/19/2016, 10/24/2015","A bar is a bar is a bar, Nice Hotel Bar, Great Sapphire Martini, "
De Neuville,Paris,"European, French, pizza",6494,4,32,"Chocolate Heaven, Excellent chocolates, 10/25/2017, 11/07/2017","Chocolate Heaven, Excellent chocolates, "
Bagelstein,Paris,"European, French, pizza",6495,4,43,"Bagels, bagels, and more bagels, Poor service, 04/25/2017, 07/08/2017","Bagels, bagels, and more bagels, Poor service, "
Terroirs Des Gourmets,Paris,"European, French, pizza",6496,45,35,"Good find, Great Food, Great Service, 04/30/2016, 02/27/2016","Good find, Great Food, Great Service, "
Novotel Cafe Bercy,Paris,French,6497,35,47,"Limited menu but tasty food, Breakfast was the best, 04/10/2017, 01/15/2017","Limited menu but tasty food, Breakfast was the best, "
Bhakti,Paris,Vegetarian Friendly,6498,4,25,"Whod a thunk it?, Top Indian food, 03/06/2017, 04/26/2017","Whod a thunk it?, Top Indian food, "
Le Moulin a Caffe,Paris,"French, Bar, European",6499,35,80,"An OK little place, Lovely local cafe bar, 04/10/2017, 09/17/2017","An OK little place, Lovely local cafe bar, "
La galere des rois,Paris,French,6500,4,21,"good neighborhood food, nice, simple neighbourhood restaurant, 03/28/2017, 03/28/2016","good neighborhood food, nice, simple neighbourhood restaurant, "
Acropole L,Paris,"Mediterranean, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options",6501,4,52,"Good, An excellent Greek restaurant in the Latin, 07/19/2016, 04/11/2016","Good, An excellent Greek restaurant in the Latin, "
Sushi Zen,Paris,"Japanese, Sushi",6502,45,36,"Awful stuff ever, sushi lover, 06/12/2017, 08/27/2016","Awful stuff ever, sushi lover, "
Au Babylone,Paris,"French, European",6503,4,42,"Hidden gem at Bonne Marche, As I remember old restaurants, 11/25/2017, 11/28/2016","Hidden gem at Bonne Marche, As I remember old restaurants, "
Rallye Passy,Paris,"French, Seafood",6504,4,37,"Mixed, Lovely atmosphere and great service, 11/12/2017, 09/29/2017","Mixed, Lovely atmosphere and great service, "
Le Nha-Que,Paris,"Asian, Vietnamese",6505,4,60,"Small, modern tasty Vietnamese eatery near, Perfect vietnamese, 10/01/2017, 05/12/2017","Small, modern tasty Vietnamese eatery near, Perfect vietnamese, "
Juan,Paris,Japanese,6506,45,20,"absolutely great , Good, perhaps very good , 02/22/2017, 04/09/2017","absolutely great , Good, perhaps very good , "
Yoshinori,Paris,French,6507,45,8,"Excellent new restaurant, A remarkable restaurant, 12/08/2017, 11/15/2017","Excellent new restaurant, A remarkable restaurant, "
Chez lAmi Louis,Paris,"French, European",6508,35,428,"Authentic French, The best escargots in Paris, 01/03/2018, 11/28/2017","Authentic French, The best escargots in Paris, "
asia food buffet a volonte,Paris,"Chinese, Japanese",6509,35,61,"Ordinary Japanese food, Great sushi for the price, 01/30/2017, 12/09/2016","Ordinary Japanese food, Great sushi for the price, "
Essentiel,Paris,"European, French, pizza",6510,45,10,"Great value for money for quick lunch, 01/26/2017","Great value for money for quick lunch,"
Sitron,Paris,"European, French, pizza",6512,45,10,"Gluten and dairy free, spectacular, 10/03/2017","Gluten and dairy free, spectacular,"
Cafe Suedois,Paris,"European, Swedish, Scandinavian",6513,4,53,"A little Sweden in the Marais, The new café is so cute, 10/28/2017, 09/19/2017","A little Sweden in the Marais, The new café is so cute, "
Chez Janny,Paris,"Chinese, Japanese",6515,45,9,"very good, feels like home, 06/29/2017","very good, feels like home,"
Steak N Shake,Paris,"American, South American, Central American",6516,35,51,"Great milkshakes - shame about everything, Tasty food, friendly staff, 10/31/2017, 07/12/2017","Great milkshakes - shame about everything, Tasty food, friendly staff, "
Universita Della Pizza,Paris,"Italian, Pizza",6517,4,81,"Second visit not the best, one of the best in paris, 07/25/2016, 12/21/2014","Second visit not the best, one of the best in paris, "
Chido,Paris,"Mexican, Latin, Fast Food, Southwestern, Vegetarian Friendly",6518,35,88,"Very Good, Deflated Excitement, 08/03/2017, 05/16/2017","Very Good, Deflated Excitement, "
Lanna Cafe,Paris,"Thai, Fusion",6519,4,67,"Nice surprise, good food , Unproffesional, 05/19/2017, 10/10/2016","Nice surprise, good food , Unproffesional, "
Le Corridor,Paris,"Mediterranean, Spanish",6520,45,22,"Would have loved to have been here once th, Tiny place with great food, 05/10/2017, 02/04/2017","Would have loved to have been here once th, Tiny place with great food, "
Le Pastel,Paris,Italian,6521,4,31,"Good, Friendly with excellent food, 05/14/2017, 05/28/2017","Good, Friendly with excellent food, "
La Petite Maison dans la Cour,Paris,"European, French, pizza",6522,4,27,"Hair on our plates, 05/30/2015","Hair on our plates,"
Plug In Cafe,Paris,"European, French, pizza",6523,4,24,"Good birthday party, Great place , 03/19/2017, 01/20/2017","Good birthday party, Great place , "
Toyama,Paris,Japanese,6524,4,27,"Decent food, Very good Japanese restaurant, 09/06/2015, 05/04/2015","Decent food, Very good Japanese restaurant, "
Le Pain Au Naturel,Paris,French,6525,4,39,"so so good- recommend the pear tart, When you want real and healthy bread, 11/17/2017, 10/01/2017","so so good- recommend the pear tart, When you want real and healthy bread, "
Bambolina Caffe,Paris,"Italian, Mediterranean",6526,4,71,"Good food and very kind employees, Small family run Italian, 03/31/2017, 06/12/2017","Good food and very kind employees, Small family run Italian, "
Nonno,Paris,Italian,6527,35,34,"Good value Italian, 08/29/2017","Good value Italian,"
L EQUATEUR,Paris,African,6528,4,75,"Dinner with friends, Africa, 12/04/2017, 07/30/2017","Dinner with friends, Africa, "
Restaurant Coreen Kimchi,Paris,"Asian, Korean",6529,4,38,"Great, Enjoyable dishes, 08/22/2017, 08/04/2016","Great, Enjoyable dishes, "
Okinawa,Paris,Japanese,6530,4,37,"Excellent, One of our faves, 07/27/2017, 06/08/2016","Excellent, One of our faves, "
Yushi,Paris,Japanese,6532,4,33,"Great Japanese Restaurant, Tasty , 08/14/2017, 04/26/2016","Great Japanese Restaurant, Tasty , "
Nang-Loan,Paris,Thai,6533,4,26,"hidden gem in the Upper Marais, Traiteur has homemade Thai and Asian food, 02/18/2015, 09/24/2014","hidden gem in the Upper Marais, Traiteur has homemade Thai and Asian food, "
Le Soleil De Naples,Paris,"Italian, Pizza, Mediterranean",6534,4,47,"Pizza as it should be, Marvelous, 12/13/2017, 08/14/2017","Pizza as it should be, Marvelous, "
Musee du Vin,Paris,French,6535,4,37,"5 Star Meal, Unusual museum in an old wine cellar, 11/06/2017, 09/19/2016","5 Star Meal, Unusual museum in an old wine cellar, "
Yoko,Paris,Japanese,6536,4,36,"Excellent, Fresh, savoury, delicious - a bit expensiv, 10/24/2017, 01/11/2017","Excellent, Fresh, savoury, delicious - a bit expensiv, "
Le Regent,Paris,"Italian, French, Mediterranean, European",6537,35,131,"Authentic Italian restaurant, Good staff, lovely food, 07/18/2017, 07/04/2017","Authentic Italian restaurant, Good staff, lovely food, "
Le Cassini,Paris,French,6538,4,15,"Neighborhood Tabac, Friendly service, 12/11/2017, 06/06/2017","Neighborhood Tabac, Friendly service, "
La royale,Paris,"French, Bar, European, Cafe",6539,35,96,"Typical French Brasserie, 10 days of breakfasts, 10/19/2017, 05/23/2017","Typical French Brasserie, 10 days of breakfasts, "
Pho Montmartre,Paris,Vietnamese,6540,4,14,"Delcious food, Great pho, 07/13/2017, 05/31/2017","Delcious food, Great pho, "
Pho 19,Paris,"European, French, pizza",6542,45,17,"Lovely and simple, 10/24/2016","Lovely and simple,"
Don Diego,Paris,"European, French, pizza",6543,45,74,"Food not fresh, Family Atmosphere, 07/18/2017, 01/01/2017","Food not fresh, Family Atmosphere, "
HANOUMAN,Paris,"Chinese, Asian, Thai",6545,4,42,"The best roasted Pork, Food pretty good (large portions), service, 11/11/2017, 08/14/2016","The best roasted Pork, Food pretty good (large portions), service, "
Le Petit Louis,Paris,"French, Bar, European, Pub, Mediterranean",6546,45,7,"Good restaurent, 09/11/2017","Good restaurent,"
Nicolas - La Madeleine,Paris,"French, Wine Bar",6547,35,82,"Great atmosphere and great food, Wine tasting bar, 11/16/2017, 12/28/2016","Great atmosphere and great food, Wine tasting bar, "
Flunch,Paris,French,6548,35,177,"Repeat visit, Excellent cafeteria style restaurant, 09/17/2017, 08/28/2017","Repeat visit, Excellent cafeteria style restaurant, "
Hoki sushi,Paris,"Japanese, Sushi, Asian",6549,35,89,"Sushi in Paris, Nice, 12/03/2017, 11/26/2017","Sushi in Paris, Nice, "
La Serenata,Paris,"Italian, Pizza",6550,45,24,"Hidden gem, Very good and affordable pizza, 08/27/2017, 02/21/2017","Hidden gem, Very good and affordable pizza, "
Le Bouquet du Nord,Paris,"French, Bar, European",6551,4,131,"For Jazz Manouche Lovers, good wifi, 05/16/2017, 04/08/2017","For Jazz Manouche Lovers, good wifi, "
Delices ShanDong,Paris,"Chinese, Asian",6552,4,79,"delicious shan dong, Jiaozidont waste your time, 08/04/2016, 06/21/2016","delicious shan dong, Jiaozidont waste your time, "
Le Printemps,Paris,"European, French, pizza",6553,4,28,"The Iconic Paris shop, Wander around the Basement level, 01/02/2018, 12/01/2016","The Iconic Paris shop, Wander around the Basement level, "
Come,Paris,"French, Fast Food, Mediterranean, Healthy",6554,4,24,"Great salads make it easy to choose health, Healthy range of salads, 04/29/2017, 04/25/2016","Great salads make it easy to choose health, Healthy range of salads, "
Thai Classic,Paris,Thai,6555,4,44,"Good pad thai chicke, Good vegetarian options, 11/05/2017, 09/19/2017","Good pad thai chicke, Good vegetarian options, "
Maison Blanche,Paris,"French, European",6556,35,204,"Tourist succour, Cheap cheap, 11/14/2017, 08/07/2017","Tourist succour, Cheap cheap, "
Le Repaire de Cartouche,Paris,"French, European",6557,35,168,"Very French, Glad I didn’t stay, 11/06/2017, 10/16/2017","Very French, Glad I didn’t stay, "
Resto Des Amis,Paris,"European, French, pizza",6558,45,9,"Amazing chinese restaurant, Amazing place, 09/14/2017, 09/14/2017","Amazing chinese restaurant, Amazing place, "
Comptoir des Frangins,Paris,"French, European, Contemporary, Vegetarian Friendly",6559,4,47,"Overbilling, A great find in the 2emeThank you Firsty, 07/12/2017, 03/20/2017","Overbilling, A great find in the 2emeThank you Firsty, "
District 11,Paris,"European, French, pizza",6560,4,33,"awful food and poor service, Modern thai, 10/11/2016, 08/19/2016","awful food and poor service, Modern thai, "
Mongoo,Paris,"Fast Food, Healthy",6561,45,6,"Awesome, excellent quality ingredients and, 10/26/2017","Awesome, excellent quality ingre"
Restaurant Chinois Gastronomie de Wuhan,Paris,Chinese,6562,4,13,"Not bad, Good restaurant with central China cuisine, 06/07/2017, 08/18/2016","Not bad, Good restaurant with central China cuisine, "
O Bagel Parisien,Paris,"European, French, pizza",6563,45,6,"Must go, Accommodating Staff, Acceptable Food, 12/31/2017, 06/25/2017","Must go, Accommodating Staff, Acceptable Food, "
Espace Saveurs du Monde,Paris,"European, French, pizza",6565,45,12,"excellent African food, One of the best African meals I ever had, 04/03/2017, 03/31/2017","excellent African food, One of the best African meals I ever had, "
La Terrasse Choron,Paris,"French, Bar, Cafe, European, Pub",6566,35,109,"Lovely, Great staff great food, 04/30/2017, 04/10/2017","Lovely, Great staff great food, "
Oppa,Paris,"Asian, Korean",6567,4,22,"Quick and Great dinner, simply korean, 08/02/2016, 07/14/2015","Quick and Great dinner, simply korean, "
Joseph & Lucien,Paris,French,6568,4,48,"Overrated, The best cosy restaurant of the neighbourh, 05/03/2017, 09/08/2016","Overrated, The best cosy restaurant of the neighbourh, "
Adulis Cafe Abyssinien,Paris,"European, French, pizza",6569,45,9,"Great Dinner Out With Friends, Coffee and cake, 12/17/2017, 07/30/2017","Great Dinner Out With Friends, Coffee and cake, "
Maison Pradier Saint Germain,Paris,"French, European",6570,4,31,"Modern , Execelent experience, 11/27/2017, 10/09/2017","Modern , Execelent experience, "
Indiana Cafe Clichy,Paris,"Mexican, American, Bar",6571,35,183,"Good food and drinks, Good food, 01/01/2018, 12/30/2017","Good food and drinks, Good food, "
Yamamoto,Paris,"Japanese, Sushi, Asian",6574,4,104,"My Japanese in Paris, tiny portions and 75 euros can beer, 11/06/2017, 12/03/2016","My Japanese in Paris, tiny portions and 75 euros can beer, "
Pakiza,Paris,"European, French, pizza",6575,45,7,"Authentic Indian Worth it, Good food, 11/23/2017, 07/11/2017","Authentic Indian Worth it, Good food, "
Le Renouveau,Paris,"French, Bar, European, Pub",6578,4,29,"Great service, great food, Good Service, Great Food, Total Package, 07/26/2017, 06/08/2017","Great service, great food, Good Service, Great Food, Total Package, "
Douraku,Paris,Japanese,6579,4,28,"Nice Japanese near Gare du Nord, Good food for the price, 11/28/2017, 08/22/2017","Nice Japanese near Gare du Nord, Good food for the price, "
Awabi,Paris,"Japanese, Sushi",6580,4,55,"Great late night snach, Nice, simple, cosy good service, 08/31/2015, 06/28/2015","Great late night snach, Nice, simple, cosy good service, "
El Sabor Cubano,Paris,"Caribbean, Cuban",6581,4,33,"Luckiest find in Paris, What a Nice Surprise, 08/03/2016, 03/03/2016","Luckiest find in Paris, What a Nice Surprise, "
Carmen des Batignolles,Paris,"European, French, pizza",6582,45,19,"Cosy and warm, great place, 08/06/2016, 04/18/2016","Cosy and warm, great place, 08/06/2016,"
Bagelstein,Paris,"European, French, pizza",6583,4,18,"Cool morning coffee and sandwich spot acro, Inconsistent, 08/22/2017, 09/23/2016","Cool morning coffee and sandwich spot acro, Inconsistent, "
McCafe,Paris,"Fast Food, American, Cafe",6584,4,63,"Straight forward breakfast, Fabulous choice, 10/30/2017, 09/05/2017","Straight forward breakfast, Fabulous choice, "
Grill Croute,Paris,"Lebanese, Mediterranean, Middle Eastern",6585,4,40,"Cool recommended, Nice Lebanese restaurant with take-away, 05/16/2017, 10/24/2017","Cool recommended, Nice Lebanese restaurant with take-away, "
Le Chat qui Peche,Paris,"French, European",6586,35,208,"BEST CREPES, Fabulous crepes, 11/02/2017, 12/28/2016","BEST CREPES, Fabulous crepes, "
Moncoeur Belleville,Paris,"French, Bar, European",6587,35,179,"Great food, a little -too- lay back atmosp, Dont go for the view, 08/09/2017, 06/16/2017","Great food, a little -too- lay back atmosp, Dont go for the view, "
